KTL;Kitale Airport;Kitale;Kenya
LOK;Lodwar Airport;Lodwar;Kenya
LAU;Manda Airstrip;Lamu;Kenya
MBA;Mombasa Moi International Airport;Mombasa;Kenya
WIL;Nairobi Wilson Airport;Nairobi;Kenya
WJR;Wajir Airport;Wajir;Kenya
GHT;Ghat Airport;Ghat;Libya
AKF;Kufra Airport;Kufra;Libya
BEN;Benina International Airport;Benghazi;Libya
TIP;Tripoli International Airport;Tripoli;Libya
LTD;Ghadames East Airport;Ghadames;Libya
KGL;Kigali International Airport;Kigali;Rwanda
KME;Kamembe Airport;Kamembe;Rwanda
ELF;El Fasher Airport;El Fasher;Sudan
JUB;Juba International Airport;Juba;South Sudan
KRT;Khartoum International Airport;Khartoum;Sudan
ARK;Arusha Airport;Arusha;Tanzania
DAR;Julius Nyerere International Airport;Dar Es Salaam;Tanzania
JRO;Kilimanjaro International Airport;Kilimanjaro;Tanzania
MYW;Mtwara Airport;Mtwara;Tanzania
MWZ;Mwanza Airport;Mwanza;Tanzania
ZNZ;Abeid Amani Karume International Airport;Zanzibar;Tanzania
EBB;Entebbe International Airport;Entebbe;Uganda
TIA;Tirana International Airport Mother Teresa;Tirana;Albania
BOJ;Burgas Airport;Bourgas;Bulgaria
PDV;Plovdiv International Airport;Plovdiv;Bulgaria
SOF;Sofia Airport;Sofia;Bulgaria
VAR;Varna Airport;Varna;Bulgaria
LCA;Larnaca International Airport;Larnaca;Cyprus
PFO;Paphos International Airport;Paphos;Cyprus
DBV;Dubrovnik Airport;Dubrovnik;Croatia
OSI;Osijek Airport;Osijek;Croatia
PUY;Pula Airport;Pula;Croatia
RJK;Rijeka Airport;Rijeka;Croatia
SPU;Split Airport;Split;Croatia
ZAG;Zagreb Airport;Zagreb;Croatia
ZAD;Zemunik Airport;Zadar;Croatia
ALC;Alicante International Airport;Alicante;Spain
LEI;Almería International Airport;Almeria;Spain
OVD;Asturias Airport;Aviles;Spain
BIO;Bilbao Airport;Bilbao;Spain
BCN;Barcelona International Airport;Barcelona;Spain
BJZ;Badajoz Airport;Badajoz;Spain
LCG;A Coruña Airport;La Coruna;Spain
GRO;Girona Airport;Gerona;Spain
GRX;Federico Garcia Lorca Airport;Granada;Spain
IBZ;Ibiza Airport;Ibiza;Spain
XRY;Jerez Airport;Jerez;Spain
MJV;San Javier Airport;Murcia;Spain
MAD;Adolfo Suárez Madrid–Barajas Airport;Madrid;Spain
AGP;Málaga Airport;Malaga;Spain
MAH;Menorca Airport;Menorca;Spain
PNA;Pamplona Airport;Pamplona;Spain
REU;Reus Air Base;Reus;Spain
SLM;Salamanca Airport;Salamanca;Spain
EAS;San Sebastian Airport;San Sebastian;Spain
SCQ;Santiago de Compostela Airport;Santiago;Spain
VLC;Valencia Airport;Valencia;Spain
VLL;Valladolid Airport;Valladolid;Spain
VGO;Vigo Airport;Vigo;Spain
SDR;Santander Airport;Santander;Spain
ZAZ;Zaragoza Air Base;Zaragoza;Spain
SVQ;Sevilla Airport;Sevilla;Spain
AGF;Agen-La Garenne Airport;Agen;France
BOD;Bordeaux-Mérignac Airport;Bordeaux;France
EGC;Bergerac-Roumanière Airport;Bergerac;France
PIS;Poitiers-Biard Airport;Poitiers;France
LIG;Limoges Airport;Limoges;France
TLS;Toulouse-Blagnac Airport;Toulouse;France
PUF;Pau Pyrénées Airport;Pau;France
LDE;Tarbes-Lourdes-Pyrénées Airport;Tarbes;France
ANG;Angoulême-Brie-Champniers Airport;Angouleme;France
BVE;Toul Rosières Air Base;Brive;France
PGX;Périgueux-Bassillac Airport;Perigueux;France
BIQ;Biarritz-Anglet-Bayonne Airport;Biarritz-bayonne;France
DCM;Castres-Mazamet Airport;Castres;France
RDZ;Rodez-Marcillac Airport;Rodez;France
DLE;Dole-Tavaux Airport;Dole;France
LPY;Le Puy-Loudes Airport;Le Puy;France
ETZ;Metz-Nancy-Lorraine Airport;Metz;France
BIA;Bastia-Poretta Airport;Bastia;France
CLY;Calvi-Sainte-Catherine Airport;Calvi;France
FSC;Figari Sud-Corse Airport;Figari;France
AJA;Ajaccio-Napoléon Bonaparte Airport;Ajaccio;France
CFE;Clermont-Ferrand Auvergne Airport;Clermont-Ferrand;France
LYS;Lyon Saint-Exupéry Airport;Lyon;France
AUR;Aurillac Airport;Aurillac;France
EBU;Saint-Étienne-Bouthéon Airport;St-Etienne;France
CCF;Carcassonne Airport;Carcassonne;France
MRS;Marseille Provence Airport;Marseille;France
NCE;Nice-Côte d'Azur Airport;Nice;France
PGF;Perpignan-Rivesaltes (Llabanère) Airport;Perpignan;France
MPL;Montpellier-Méditerranée Airport;Montpellier;France
BZR;Béziers-Vias Airport;Beziers;France
AVN;Avignon-Caumont Airport;Avignon;France
BVA;Paris Beauvais Tillé Airport;Beauvais;France
LEH;Le Havre Octeville Airport;Le Havre;France
XCR;Châlons-Vatry Air Base;Chalons;France
TUF;Tours-Val-de-Loire Airport;Tours;France
CDG;Charles de Gaulle International Airport;Paris;France
ORY;Paris-Orly Airport;Paris;France
LIL;Lille-Lesquin Airport;Lille;France
BES;Brest Bretagne Airport;Brest;France
DNR;Dinard-Pleurtuit-Saint-Malo Airport;Dinard;France
DOL;Deauville-Saint-Gatien Airport;Deauville;France
LRT;Lorient South Brittany (Bretagne Sud) Airport;Lorient;France
CFR;Caen-Carpiquet Airport;Caen;France
RNS;Rennes-Saint-Jacques Airport;Rennes;France
LAI;Lannion-Côte de Granit Airport;Lannion;France
UIP;Quimper-Cornouaille Airport;Quimper;France
NTE;Nantes Atlantique Airport;Nantes;France
BSL;EuroAirport Basel-Mulhouse-Freiburg Airport;Mulhouse;France
DIJ;Dijon-Bourgogne Airport;Dijon;France
SXB;Strasbourg Airport;Strasbourg;France
TLN;Toulon-Hyères Airport;Hyeres;France
FNI;Nîmes-Arles-Camargue Airport;Nimes;France
FSP;St Pierre Airport;St.-pierre;Saint Pierre and Miquelon
AXD;Dimokritos Airport;Alexandroupolis;Greece
VOL;Nea Anchialos Airport;Nea Anghialos;Greece
JKH;Chios Island National Airport;Chios;Greece
IOA;Ioannina Airport;Ioannina;Greece
HER;Heraklion International Nikos Kazantzakis Airport;Heraklion;Greece
KSO;Kastoria National Airport;Kastoria;Greece
KIT;Kithira Airport;Kithira;Greece
EFL;Kefallinia Airport;Keffallinia;Greece
KLX;Kalamata Airport;Kalamata;Greece
KGS;Kos Airport;Kos;Greece
AOK;Karpathos Airport;Karpathos;Greece
CFU;Ioannis Kapodistrias International Airport;Kerkyra/corfu;Greece
KSJ;Kasos Airport;Kasos;Greece
KVA;Alexander the Great International Airport;Kavala;Greece
KZI;Filippos Airport;Kozani;Greece
LRS;Leros Airport;Leros;Greece
LXS;Limnos Airport;Limnos;Greece
JMK;Mikonos Airport;Mykonos;Greece
MJT;Mytilene International Airport;Mytilini;Greece
PVK;Aktion National Airport;Preveza;Greece
RHO;Diagoras Airport;Rhodos;Greece
GPA;Araxos Airport;Patras;Greece
CHQ;Chania International Airport;Chania;Greece
JSI;Skiathos Island National Airport;Skiathos;Greece
SMI;Samos Airport;Samos;Greece
JTR;Santorini Airport;Thira;Greece
JSH;Sitia Airport;Sitia;Greece
SKU;Skiros Airport;Skiros;Greece
SKG;Thessaloniki Macedonia International Airport;Thessaloniki;Greece
ZTH;Dionysios Solomos Airport;Zakynthos;Greece
BUD;Budapest Ferenc Liszt International Airport;Budapest;Hungary
DEB;Debrecen International Airport;Debrecen;Hungary
BRI;Bari Karol Wojtyła Airport;Bari;Italy
PSR;Pescara International Airport;Pescara;Italy
BDS;Brindisi – Salento Airport;Brindisi;Italy
SUF;Lamezia Terme Airport;Lamezia;Italy
CTA;Catania-Fontanarossa Airport;Catania;Italy
LMP;Lampedusa Airport;Lampedusa;Italy
PNL;Pantelleria Airport;Pantelleria;Italy
PMO;Falcone–Borsellino Airport;Palermo;Italy
REG;Reggio Calabria Airport;Reggio Calabria;Italy
TPS;Vincenzo Florio Airport Trapani-Birgi;Trapani;Italy
AHO;Alghero-Fertilia Airport;Alghero;Italy
CAG;Cagliari Elmas Airport;Cagliari;Italy
OLB;Olbia Costa Smeralda Airport;Olbia;Italy
MXP;Malpensa International Airport;Milano;Italy
BGY;Il Caravaggio International Airport;Bergamo;Italy
TRN;Turin Airport;Torino;Italy
GOA;Genoa Cristoforo Colombo Airport;Genoa;Italy
LIN;Milano Linate Airport;Milan;Italy
PMF;Parma Airport;Parma;Italy
CUF;Cuneo International Airport;Cuneo;Italy
BZO;Bolzano Airport;Bolzano;Italy
BLQ;Bologna Guglielmo Marconi Airport;Bologna;Italy
TSF;Treviso-Sant'Angelo Airport;Treviso;Italy
TRS;Trieste–Friuli Venezia Giulia Airport;Ronchi De Legionari;Italy
RMI;Federico Fellini International Airport;Rimini;Italy
VRN;Verona Villafranca Airport;Villafranca;Italy
VCE;Venice Marco Polo Airport;Venice;Italy
CIA;Ciampino–G. B. Pastine International Airport;Rome;Italy
FCO;Leonardo da Vinci–Fiumicino Airport;Rome;Italy
EBA;Marina Di Campo Airport;Marina Di Campo;Italy
NAP;Naples International Airport;Naples;Italy
PSA;Pisa International Airport;Pisa;Italy
FLR;Peretola Airport;Florence;Italy
PEG;Perugia San Francesco d'Assisi – Umbria International Airport;Perugia;Italy
LJU;Ljubljana Jože Pučnik Airport;Ljubljana;Slovenia
KLV;Karlovy Vary International Airport;Karlovy Vary;Czech Republic
OSR;Ostrava Leos Janáček Airport;Ostrava;Czech Republic
PED;Pardubice Airport;Pardubice;Czech Republic
PRG;Václav Havel Airport Prague;Prague;Czech Republic
BRQ;Brno-Tuřany Airport;Brno;Czech Republic
TLV;Ben Gurion International Airport;Tel-aviv;Israel
ETH;Eilat Airport;Elat;Israel
HFA;Haifa International Airport;Haifa;Israel
SDV;Sde Dov Airport;Tel-aviv;Israel
MLA;Malta International Airport;Malta;Malta
GRZ;Graz Airport;Graz;Austria
INN;Innsbruck Airport;Innsbruck;Austria
LNZ;Linz Hörsching Airport;Linz;Austria
SZG;Salzburg Airport;Salzburg;Austria
VIE;Vienna International Airport;Vienna;Austria
SMA;Santa Maria Airport;Santa Maria (island);Portugal
FLW;Flores Airport;Flores;Portugal
FAO;Faro Airport;Faro;Portugal
GRW;Graciosa Airport;Graciosa Island;Portugal
HOR;Horta Airport;Horta;Portugal
TER;Lajes Field;Lajes (terceira Island);Portugal
PDL;João Paulo II Airport;Ponta Delgada;Portugal
PIX;Pico Airport;Pico;Portugal
OPO;Francisco de Sá Carneiro Airport;Porto;Portugal
PXO;Porto Santo Airport;Porto Santo;Portugal
LIS;Lisbon Portela Airport;Lisbon;Portugal
SJZ;São Jorge Airport;Sao Jorge Island;Portugal
OMO;Mostar International Airport;Mostar;Bosnia and Herzegovina
SJJ;Sarajevo International Airport;Sarajevo;Bosnia and Herzegovina
ARW;Arad International Airport;Arad;Romania
BAY;Tautii Magheraus Airport;Baia Mare;Romania
CND;Mihail Kogălniceanu International Airport;Constanta;Romania
CLJ;Cluj-Napoca International Airport;Cluj-napoca;Romania
CRA;Craiova Airport;Craiova;Romania
IAS;Iaşi Airport;Iasi;Romania
OMR;Oradea International Airport;Oradea;Romania
OTP;Henri Coandă International Airport;Bucharest;Romania
SBZ;Sibiu International Airport;Sibiu;Romania
SUJ;Satu Mare Airport;Satu Mare;Romania
TGM;Transilvania Târgu Mureş International Airport;Tirgu Mures;Romania
TSR;Timişoara Traian Vuia Airport;Timisoara;Romania
GVA;Geneva Cointrin International Airport;Geneva;Switzerland
LUG;Lugano Airport;Lugano;Switzerland
BRN;Bern Belp Airport;Bern;Switzerland
ZRH;Zürich Airport;Zurich;Switzerland
ACH;St Gallen Altenrhein Airport;Altenrhein;Switzerland
ESB;Esenboğa International Airport;Ankara;Turkey
ADA;Adana Airport;Adana;Turkey
AYT;Antalya International Airport;Antalya;Turkey
GZT;Gaziantep International Airport;Gaziantep;Turkey
KYA;Konya Airport;Konya;Turkey
MLX;Malatya Tulga Airport;Malatya;Turkey
MZH;Amasya Merzifon Airport;Merzifon;Turkey
VAS;Sivas Nuri Demirağ Airport;Sivas;Turkey
ASR;Kayseri Erkilet Airport;Kayseri;Turkey
DNZ;Çardak Airport;Denizli;Turkey
IST;Atatürk International Airport;Istanbul;Turkey
ADB;Adnan Menderes International Airport;Izmir;Turkey
DLM;Dalaman International Airport;Dalaman;Turkey
EZS;Elazığ Airport;Elazig;Turkey
DIY;Diyarbakir Airport;Diyabakir;Turkey
ERC;Erzincan Airport;Erzincan;Turkey
ERZ;Erzurum International Airport;Erzurum;Turkey
TZX;Trabzon International Airport;Trabzon;Turkey
VAN;Van Ferit Melen Airport;Van;Turkey
BAL;Batman Airport;Batman;Turkey
KIV;Chişinău International Airport;Chisinau;Moldova
SKP;Skopje Alexander the Great Airport;Skopje;Macedonia
GIB;Gibraltar Airport;Gibraltar;Gibraltar
BEG;Belgrade Nikola Tesla Airport;Belgrade;Serbia
TGD;Podgorica Airport;Podgorica;Montenegro
PRN;Priština International Airport;Pristina;Serbia
TIV;Tivat Airport;Tivat;Montenegro
BTS;M. R. Štefánik Airport;Bratislava;Slovakia
KSC;Košice Airport;Kosice;Slovakia
PLS;Providenciales Airport;Providenciales;Turks and Caicos Islands
XSC;South Caicos Airport;South Caicos;Turks and Caicos Islands
LRM;Casa De Campo International Airport;La Romana;Dominican Republic
PUJ;Punta Cana International Airport;Punta Cana;Dominican Republic
POP;Gregorio Luperon International Airport;Puerto Plata;Dominican Republic
SDQ;Las Américas International Airport;Santo Domingo;Dominican Republic
STI;Cibao International Airport;Santiago;Dominican Republic
GUA;La Aurora Airport;Guatemala City;Guatemala
LCE;Goloson International Airport;La Ceiba;Honduras
SAP;Ramón Villeda Morales International Airport;San Pedro Sula;Honduras
GJA;La Laguna Airport;Guanaja;Honduras
RTB;Juan Manuel Galvez International Airport;Roatan;Honduras
TGU;Toncontín International Airport;Tegucigalpa;Honduras
KIN;Norman Manley International Airport;Kingston;Jamaica
MBJ;Sangster International Airport;Montego Bay;Jamaica
ACA;General Juan N Alvarez International Airport;Acapulco;Mexico
AGU;Jesús Terán Paredo International Airport;Aguascalientes;Mexico
HUX;Bahías de Huatulco International Airport;Huatulco;Mexico
CME;Ciudad del Carmen International Airport;Ciudad Del Carmen;Mexico
CUL;Bachigualato Federal International Airport;Culiacan;Mexico
CTM;Chetumal International Airport;Chetumal;Mexico
CEN;Ciudad Obregón International Airport;Ciudad Obregon;Mexico
CPE;Ingeniero Alberto Acuña Ongay International Airport;Campeche;Mexico
CJS;Abraham González International Airport;Ciudad Juarez;Mexico
CUU;General Roberto Fierro Villalobos International Airport;Chihuahua;Mexico
CVM;General Pedro Jose Mendez International Airport;Ciudad Victoria;Mexico
CZM;Cozumel International Airport;Cozumel;Mexico
DGO;General Guadalupe Victoria International Airport;Durango;Mexico
TPQ;Amado Nervo National Airport;Tepic;Mexico
GDL;Don Miguel Hidalgo Y Costilla International Airport;Guadalajara;Mexico
HMO;General Ignacio P. Garcia International Airport;Hermosillo;Mexico
CLQ;Licenciado Miguel de la Madrid Airport;Colima;Mexico
SLW;Plan De Guadalupe International Airport;Saltillo;Mexico
LZC;Lázaro Cárdenas Airport;Lazard Cardenas;Mexico
LMM;Valle del Fuerte International Airport;Los Mochis;Mexico
BJX;Del Bajío International Airport;Del Bajio;Mexico
LAP;Manuel Márquez de León International Airport;La Paz;Mexico
LTO;Loreto International Airport;Loreto;Mexico
MAM;General Servando Canales International Airport;Matamoros;Mexico
MID;Licenciado Manuel Crescencio Rejon Int Airport;Merida;Mexico
MXL;General Rodolfo Sánchez Taboada International Airport;Mexicali;Mexico
MLM;General Francisco J. Mujica International Airport;Morelia;Mexico
MTT;Minatitlán/Coatzacoalcos National Airport;Minatitlan;Mexico
MEX;Licenciado Benito Juarez International Airport;Mexico City;Mexico
MTY;General Mariano Escobedo International Airport;Monterrey;Mexico
MZT;General Rafael Buelna International Airport;Mazatlan;Mexico
NLD;Quetzalcóatl International Airport;Nuevo Laredo;Mexico
OAX;Xoxocotlán International Airport;Oaxaca;Mexico
PAZ;El Tajín National Airport;Poza Rico;Mexico
PBC;Hermanos Serdán International Airport;Puebla;Mexico
PDS;Piedras Negras International Airport;Piedras Negras;Mexico
UPN;Licenciado y General Ignacio Lopez Rayon Airport;Uruapan;Mexico
PVR;Licenciado Gustavo Díaz Ordaz International Airport;Puerto Vallarta;Mexico
PXM;Puerto Escondido International Airport;Puerto Escondido;Mexico
QRO;Querétaro Intercontinental Airport;Queretaro;Mexico
REX;General Lucio Blanco International Airport;Reynosa;Mexico
SJD;Los Cabos International Airport;San Jose Del Cabo;Mexico
SLP;Ponciano Arriaga International Airport;San Luis Potosi;Mexico
TRC;Francisco Sarabia International Airport;Torreon;Mexico
TGZ;Angel Albino Corzo International Airport;Tuxtla Gutierrez;Mexico
TIJ;General Abelardo L. Rodríguez International Airport;Tijuana;Mexico
TAM;General Francisco Javier Mina International Airport;Tampico;Mexico
TLC;Licenciado Adolfo Lopez Mateos International Airport;Toluca;Mexico
TAP;Tapachula International Airport;Tapachula;Mexico
CUN;Cancún International Airport;Cancun;Mexico
VSA;Carlos Rovirosa Pérez International Airport;Villahermosa;Mexico
VER;General Heriberto Jara International Airport;Vera Cruz;Mexico
ZCL;General Leobardo C. Ruiz International Airport;Zacatecas;Mexico
ZIH;Ixtapa Zihuatanejo International Airport;Zihuatanejo;Mexico
ZLO;Playa De Oro International Airport;Manzanillo;Mexico
MGA;Augusto C. Sandino (Managua) International Airport;Managua;Nicaragua
BOC;Bocas Del Toro International Airport;Bocas Del Toro;Panama
CHX;Cap Manuel Niño International Airport;Changuinola;Panama
DAV;Enrique Malek International Airport;David;Panama
PAC;Marcos A. Gelabert International Airport;Panama;Panama
PTY;Tocumen International Airport;Panama City;Panama
GLF;Golfito Airport;Golfito;Costa Rica
LIR;Daniel Oduber Quiros International Airport;Liberia;Costa Rica
NOB;Nosara Airport;Nosara Beach;Costa Rica
SJO;Juan Santamaria International Airport;San Jose;Costa Rica
PMZ;Palmar Sur Airport;Palmar Sur;Costa Rica
XQP;Quepos Managua Airport;Quepos;Costa Rica
SAL;El Salvador International Airport;San Salvador;El Salvador
CAP;Cap Haitien International Airport;Cap Haitien;Haiti
PAP;Toussaint Louverture International Airport;Port-au-prince;Haiti
CCC;Jardines Del Rey Airport;Cunagua;Cuba
CYO;Vilo Acuña International Airport;Cayo Largo del Sur;Cuba
CMW;Ignacio Agramonte International Airport;Camaguey;Cuba
SCU;Antonio Maceo International Airport;Santiago De Cuba;Cuba
GAO;Mariana Grajales Airport;Guantanamo;Cuba
HAV;José Martí International Airport;Havana;Cuba
HOG;Frank Pais International Airport;Holguin;Cuba
SNU;Abel Santamaria Airport;Santa Clara;Cuba
VRA;Juan Gualberto Gomez International Airport;Varadero;Cuba
CYB;Gerrard Smith International Airport;Cayman Brac;Cayman Islands
GCM;Owen Roberts International Airport;Georgetown;Cayman Islands
MHH;Marsh Harbour International Airport;Marsh Harbor;Bahamas
AXP;Spring Point Airport;Spring Point;Bahamas
TCB;Treasure Cay Airport;Treasure Cay;Bahamas
BIM;South Bimini Airport;Alice Town;Bahamas
GGT;Exuma International Airport;Great Exuma;Bahamas
ELH;North Eleuthera Airport;North Eleuthera;Bahamas
GHB;Governor's Harbour Airport;Governor's Harbor;Bahamas
RSD;Rock Sound Airport;Rock Sound;Bahamas
FPO;Grand Bahama International Airport;Freeport;Bahamas
IGA;Inagua Airport;Matthew Town;Bahamas
LGI;Deadman's Cay Airport;Dead Man's Cay;Bahamas
SML;Stella Maris Airport;Stella Maris;Bahamas
MYG;Mayaguana Airport;Mayaguana;Bahamas
NAS;Lynden Pindling International Airport;Nassau;Bahamas
ZSA;San Salvador Airport;Cockburn Town;Bahamas
BZE;Philip S. W. Goldson International Airport;Belize City;Belize
AIT;Aitutaki Airport;Aitutaki;Cook Islands
RAR;Rarotonga International Airport;Avarua;Cook Islands
NAN;Nadi International Airport;Nandi;Fiji
SUV;Nausori International Airport;Nausori;Fiji
TBU;Fua'amotu International Airport;Tongatapu;Tonga
TRW;Bonriki International Airport;Tarawa;Kiribati
WLS;Hihifo Airport;Wallis;Wallis and Futuna
APW;Faleolo International Airport;Faleolo;Samoa
PPG;Pago Pago International Airport;Pago Pago;American Samoa
RUR;Rurutu Airport;Rurutu;French Polynesia
TUB;Tubuai Airport;Tubuai;French Polynesia
TIH;Tikehau Airport;Tikehau;French Polynesia
FAV;Fakarava Airport;Fakarava;French Polynesia
XMH;Manihi Airport;Manihi;French Polynesia
GMR;Totegegie Airport;Totegegie;French Polynesia
KKR;Kaukura Airport;Kaukura Atoll;French Polynesia
MKP;Makemo Airport;Makemo;French Polynesia
TKP;Takapoto Airport;Takapoto;French Polynesia
AXR;Arutua Airport;Arutua;French Polynesia
MVT;Mataiva Airport;Mataiva;French Polynesia
TKX;Takaroa Airport;Takaroa;French Polynesia
NHV;Nuku Hiva Airport;Nuku Hiva;French Polynesia
BOB;Bora Bora Airport;Bora Bora;French Polynesia
RGI;Rangiroa Airport;Rangiroa;French Polynesia
HUH;Huahine-Fare Airport;Huahine Island;French Polynesia
MOZ;Moorea Airport;Moorea;French Polynesia
HOI;Hao Airport;Hao Island;French Polynesia
MAU;Maupiti Airport;Maupiti;French Polynesia
RFP;Raiatea Airport;Raiatea Island;French Polynesia
VLI;Bauerfield International Airport;Port-vila;Vanuatu
KNQ;Koné Airport;Kone;New Caledonia
KOC;Koumac Airport;Koumac;New Caledonia
LIF;Lifou Airport;Lifou;New Caledonia
GEA;Nouméa Magenta Airport;Noumea;New Caledonia
MEE;Maré Airport;Mare;New Caledonia
TOU;Touho Airport;Touho;New Caledonia
UVE;Ouvéa Airport;Ouvea;New Caledonia
NOU;La Tontouta International Airport;Noumea;New Caledonia
AKL;Auckland International Airport;Auckland;New Zealand
TUO;Taupo Airport;Taupo;New Zealand
CHC;Christchurch International Airport;Christchurch;New Zealand
DUD;Dunedin Airport;Dunedin;New Zealand
GIS;Gisborne Airport;Gisborne;New Zealand
HKK;Hokitika Airfield;Hokitika;New Zealand
HLZ;Hamilton International Airport;Hamilton;New Zealand
KKE;Kerikeri Airport;Kerikeri;New Zealand
KAT;Kaitaia Airport;Kaitaia;New Zealand
NPL;New Plymouth Airport;New Plymouth;New Zealand
NSN;Nelson Airport;Nelson;New Zealand
IVC;Invercargill Airport;Invercargill;New Zealand
PMR;Palmerston North Airport;Palmerston North;New Zealand
PPQ;Paraparaumu Airport;Paraparaumu;New Zealand
ZQN;Queenstown International Airport;Queenstown International;New Zealand
ROT;Rotorua Regional Airport;Rotorua;New Zealand
TRG;Tauranga Airport;Tauranga;New Zealand
TIU;Timaru Airport;Timaru;New Zealand
BHE;Woodbourne Airport;Woodbourne;New Zealand
WHK;Whakatane Airport;Whakatane;New Zealand
WLG;Wellington International Airport;Wellington;New Zealand
WRE;Whangarei Airport;Whangarei;New Zealand
WSZ;Westport Airport;Westport;New Zealand
WAG;Wanganui Airport;Wanganui;New Zealand
HEA;Herat Airport;Herat;Afghanistan
KBL;Kabul International Airport;Kabul;Afghanistan
KDH;Kandahar Airport;Kandahar;Afghanistan
MZR;Mazar I Sharif Airport;Mazar-i-sharif;Afghanistan
BAH;Bahrain International Airport;Bahrain;Bahrain
AHB;Abha Regional Airport;Abha;Saudi Arabia
HOF;Al Ahsa Airport;Al-ahsa;Saudi Arabia
ABT;Al Baha Airport;El-baha;Saudi Arabia
BHH;Bisha Airport;Bisha;Saudi Arabia
DMM;King Fahd International Airport;Dammam;Saudi Arabia
GIZ;Jizan Regional Airport;Gizan;Saudi Arabia
ELQ;Gassim Airport;Gassim;Saudi Arabia
URY;Gurayat Domestic Airport;Guriat;Saudi Arabia
HAS;Ha'il Airport;Hail;Saudi Arabia
JED;King Abdulaziz International Airport;Jeddah;Saudi Arabia
MED;Prince Mohammad Bin Abdulaziz Airport;Madinah;Saudi Arabia
EAM;Nejran Airport;Nejran;Saudi Arabia
AQI;Al Qaisumah/Hafr Al Batin Airport;Hafr Al-batin;Saudi Arabia
RAH;Rafha Domestic Airport;Rafha;Saudi Arabia
RUH;King Khaled International Airport;Riyadh;Saudi Arabia
RAE;Arar Domestic Airport;Arar;Saudi Arabia
SHW;Sharurah Airport;Sharurah;Saudi Arabia
TUU;Tabuk Airport;Tabuk;Saudi Arabia
TIF;Ta’if Regional Airport;Taif;Saudi Arabia
TUI;Turaif Domestic Airport;Turaif;Saudi Arabia
EJH;Al Wajh Domestic Airport;Wejh;Saudi Arabia
YNB;Prince Abdulmohsin Bin Abdulaziz Airport;Yenbo;Saudi Arabia
ABD;Abadan Airport;Abadan;Iran
MRX;Mahshahr Airport;Bandar Mahshahr;Iran
AWZ;Ahwaz Airport;Ahwaz;Iran
BUZ;Bushehr Airport;Bushehr;Iran
KIH;Kish International Airport;Kish Island;Iran
BDH;Bandar Lengeh Airport;Bandar Lengeh;Iran
KSH;Shahid Ashrafi Esfahani Airport;Bakhtaran;Iran
SDG;Sanandaj Airport;Sanandaj;Iran
IFN;Esfahan Shahid Beheshti International Airport;Esfahan;Iran
RAS;Sardar-e-Jangal Airport;Rasht;Iran
THR;Mehrabad International Airport;Teheran;Iran
BND;Bandar Abbas International Airport;Bandar Abbas;Iran
KER;Kerman Airport;Kerman;Iran
XBJ;Birjand Airport;Birjand;Iran
RZR;Ramsar Airport;Ramsar;Iran
SYZ;Shiraz Shahid Dastghaib International Airport;Shiraz;Iran
TBZ;Tabriz International Airport;Tabriz;Iran
AZD;Shahid Sadooghi Airport;Yazd;Iran
ACZ;Zabol Airport;Zabol;Iran
ZBR;Konarak Airport;Chah Bahar;Iran
ZAH;Zahedan International Airport;Zahedan;Iran
AMM;Queen Alia International Airport;Amman;Jordan
AQJ;Aqaba King Hussein International Airport;Aqaba;Jordan
KWI;Kuwait International Airport;Kuwait;Kuwait
BEY;Beirut Rafic Hariri International Airport;Beirut;Lebanon
AUH;Abu Dhabi International Airport;Abu Dhabi;United Arab Emirates
AZI;Bateen Airport;Abu Dhabi;United Arab Emirates
DXB;Dubai International Airport;Dubai;United Arab Emirates
FJR;Fujairah International Airport;Fujeirah;United Arab Emirates
SHJ;Sharjah International Airport;Sharjah;United Arab Emirates
KHS;Khasab Air Base;Khasab;Oman
MCT;Muscat International Airport;Muscat;Oman
SLL;Salalah Airport;Salalah;Oman
LYP;Faisalabad International Airport;Faisalabad;Pakistan
GWD;Gwadar International Airport;Gwadar;Pakistan
GIL;Gilgit Airport;Gilgit;Pakistan
KHI;Jinnah International Airport;Karachi;Pakistan
LHE;Alama Iqbal International Airport;Lahore;Pakistan
MJD;Moenjodaro Airport;Moenjodaro;Pakistan
MUX;Multan International Airport;Multan;Pakistan
PJG;Panjgur Airport;Panjgur;Pakistan
PEW;Peshawar International Airport;Peshawar;Pakistan
UET;Quetta International Airport;Quetta;Pakistan
RYK;Shaikh Zaid Airport;Rahim Yar Khan;Pakistan
ISB;Benazir Bhutto International Airport;Islamabad;Pakistan
SKZ;Sukkur Airport;Sukkur;Pakistan
PZH;Zhob Airport;Zhob;Pakistan
BSR;Basrah International Airport;Basrah;Iraq
ROP;Rota International Airport;Rota;Northern Mariana Islands
SPN;Saipan International Airport;Saipan;Northern Mariana Islands
GUM;Antonio B. Won Pat International Airport;Agana;Guam
MAJ;Marshall Islands International Airport;Majuro;Marshall Islands
KWA;Bucholz Army Air Field;Kwajalein;Marshall Islands
CXI;Cassidy International Airport;Kiritimati;Kiribati
TKK;Chuuk International Airport;Chuuk;Micronesia
PNI;Pohnpei International Airport;Pohnpei;Micronesia
ROR;Babelthuap Airport;Babelthuap;Palau
KSA;Kosrae International Airport;Kosrae;Micronesia
YAP;Yap International Airport;Yap;Micronesia
KNH;Kinmen Airport;Kinmen;Taiwan
